vendor_id,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,imp_surcharge,total_amount
3,1,1.7,9.0,1.0,0.5,1.3,0.0,0.3,12.1
3,1,6.13,23.0,0.5,0.5,4.86,0.0,0.3,29.16
3,1,1.68,11.0,1.0,0.5,0.0,0.0,0.3,12.8
3,1,2.48,10.5,0.5,0.5,3.54,0.0,0.3,15.34
3,1,1.68,12.5,1.0,0.5,2.86,0.0,0.3,17.16
3,1,0.55,4.5,1.0,0.5,0.0,0.0,0.3,6.3
3,1,0.61,7.0,0.0,0.5,1.56,0.0,0.3,9.36
3,1,5.62,22.5,0.0,0.5,4.66,0.0,0.3,27.96
3,1,0.68,5.0,0.5,0.5,0.0,0.0,0.3,6.3
3,1,0.65,4.0,0.5,0.5,0.53,0.0,0.3,5.83
3,1,9.43,37.0,0.0,0.5,0.0,5.54,0.3,43.34
3,1,1.31,7.0,0.5,0.5,0.0,0.0,0.3,8.3
3,1,1.23,7.0,1.0,0.5,0.0,0.0,0.3,8.8
3,1,16.99,52.0,0.0,0.5,0.0,0.0,0.3,52.8
3,1,11.56,37.0,0.5,0.5,0.0,0.0,0.3,38.3
3,1,2.29,12.0,0.5,0.5,0.0,0.0,0.3,13.3
3,1,0.63,7.5,0.0,0.5,8.3,0.0,0.3,16.6
3,1,0.75,7.0,0.0,0.5,0.0,0.0,0.3,7.8
3,1,6.4,50.0,0.0,0.5,0.0,0.0,0.3,50.8
3,1,1.5,9.5,1.0,0.5,0.0,0.0,0.3,11.3
3,1,5.48,18.5,0.5,0.5,3.96,0.0,0.3,23.76
3,1,0.74,4.5,0.0,0.5,0.95,0.0,0.3,6.25
3,1,1.06,7.5,0.5,0.5,0.0,0.0,0.3,8.8
3,1,6.63,22.5,0.5,0.5,0.0,0.0,0.3,23.8
3,1,2.14,13.0,0.0,0.5,1.38,0.0,0.3,15.18
3,1,4.07,14.5,0.5,0.5,0.0,0.0,0.3,15.8
3,1,3.2,15.0,0.5,0.5,0.0,0.0,0.3,16.3
3,1,3.48,14.0,0.0,0.5,0.0,0.0,0.3,14.8
3,1,1.08,6.0,0.5,0.5,0.0,0.0,0.3,7.3
3,1,1.07,5.5,0.0,0.5,0.0,0.0,0.3,6.3
3,1,1.5,7.0,0.5,0.5,0.0,0.0,0.3,8.3
3,1,1.11,6.0,0.0,0.5,0.0,0.0,0.3,6.8
3,1,1.93,9.0,0.5,0.5,0.0,0.0,0.3,10.3
3,1,0.85,8.5,1.0,0.5,2.06,0.0,0.3,12.36
3,1,0.89,5.0,0.0,0.5,0.0,0.0,0.3,5.8
3,1,4.48,15.0,0.5,0.5,0.0,0.0,0.3,16.3
3,1,8.5,25.5,0.5,0.5,6.47,5.54,0.3,38.81
3,1,1.81,8.5,0.5,0.5,0.0,0.0,0.3,9.8
3,1,2.07,10.0,0.0,0.5,0.0,0.0,0.3,10.8
3,1,7.79,27.0,0.5,0.5,0.0,0.0,0.3,28.3
3,1,3.34,14.0,0.0,0.5,0.3,0.0,0.3,15.1
3,1,0.78,6.0,0.0,0.5,1.36,0.0,0.3,8.16
3,1,8.08,25.5,0.5,0.5,2.68,0.0,0.3,29.48
3,1,0.79,7.0,0.0,0.5,0.78,0.0,0.3,8.58
3,1,1.91,9.5,0.5,0.5,0.0,0.0,0.3,10.8
3,1,0.71,5.5,1.0,0.5,0.0,0.0,0.3,7.3
3,1,1.65,11.0,0.5,0.5,1.23,0.0,0.3,13.53
3,1,4.29,16.0,0.5,0.5,0.0,0.0,0.3,17.3
3,1,4.56,17.0,0.0,0.5,0.0,5.54,0.3,23.34
3,1,0.0,58.5,0.0,0.5,10.67,0.0,0.3,69.97
3,1,2.52,11.0,0.5,0.5,1.85,0.0,0.3,14.15
3,1,0.48,4.0,0.5,0.5,0.0,0.0,0.3,5.3
3,1,1.73,7.0,1.0,0.5,1.76,0.0,0.3,10.56
3,1,3.46,13.5,0.5,0.5,1.48,0.0,0.3,16.28
3,1,2.66,12.0,1.0,0.5,2.76,0.0,0.3,16.56
3,1,2.07,9.5,0.0,0.5,0.0,0.0,0.3,10.3
3,1,1.5,8.5,1.0,0.5,0.1,0.0,0.3,10.4
3,1,3.96,14.0,0.5,0.5,0.0,0.0,0.3,15.3
3,1,8.25,27.0,0.5,0.5,7.08,0.0,0.3,35.38
3,1,15.24,52.0,0.0,0.5,0.0,5.54,0.3,58.34
3,1,1.48,7.5,0.0,0.5,0.0,0.0,0.3,8.3
3,1,1.61,8.5,0.0,0.5,1.4,0.0,0.3,10.7
3,1,4.54,18.0,0.5,0.5,2.9,0.0,0.3,22.2
3,1,9.97,31.5,0.5,0.5,0.0,5.54,0.3,38.34
3,1,2.57,16.5,0.0,0.5,0.0,0.0,0.3,17.3
3,1,1.51,11.5,0.0,0.5,0.0,0.0,0.3,12.3
3,1,3.4,22.5,0.0,0.5,0.0,0.0,0.3,23.3
3,1,1.14,10.5,1.0,0.5,0.0,0.0,0.3,12.3
3,1,1.48,6.5,0.0,0.5,0.0,0.0,0.3,7.3
3,1,5.38,24.5,0.5,0.5,0.0,0.0,0.3,25.8
3,1,1.3,7.5,0.0,0.5,1.66,0.0,0.3,9.96
3,1,1.76,7.5,0.0,0.5,0.0,0.0,0.3,8.3
3,1,1.53,10.5,0.0,0.5,0.0,0.0,0.3,11.3
3,2,0.0,2.5,0.5,0.5,0.04,0.0,0.3,3.84
3,1,0.0,2.5,0.0,0.5,0.0,0.0,0.3,3.3
3,1,1.16,7.5,0.0,0.5,0.0,0.0,0.3,8.3
3,1,9.94,46.0,0.5,0.5,0.0,0.0,0.3,47.3
3,1,2.21,10.5,0.5,0.5,0.0,0.0,0.3,11.8
3,1,1.09,7.5,0.5,0.5,1.76,0.0,0.3,10.56
3,1,1.23,6.5,0.5,0.5,0.0,0.0,0.3,7.8
3,1,3.1,15.5,0.0,0.5,0.0,0.0,0.3,16.3
3,1,2.73,13.5,1.0,0.5,3.06,0.0,0.3,18.36
3,1,2.3,9.0,0.5,0.5,1.0,0.0,0.3,11.3
3,1,0.86,5.5,0.5,0.5,1.36,0.0,0.3,8.16
3,1,0.38,3.5,1.0,0.5,0.0,0.0,0.3,5.3
3,1,2.45,10.5,0.5,0.5,0.0,0.0,0.3,11.8
3,1,0.07,5.0,0.5,0.5,0.0,0.0,0.3,6.3
3,1,0.57,4.5,0.0,0.5,0.0,0.0,0.3,5.3
3,1,15.27,44.0,0.0,0.5,0.0,0.0,0.3,44.8
3,1,19.87,54.0,0.5,0.5,0.0,5.54,0.3,60.84
3,1,3.18,11.5,0.5,0.5,3.2,0.0,0.3,16.0
3,1,0.93,5.0,0.5,0.5,0.0,0.0,0.3,6.3
3,1,4.32,16.0,0.0,0.5,0.0,0.0,0.3,16.8
3,1,0.86,5.0,0.0,0.5,1.16,0.0,0.3,6.96
3,1,1.82,7.0,0.5,0.5,0.0,0.0,0.3,8.3
3,1,1.16,6.0,0.5,0.5,0.0,0.0,0.3,7.3
3,1,2.14,9.5,0.5,0.5,1.94,0.0,0.3,12.74
3,1,0.94,5.5,0.5,0.5,0.07,0.0,0.3,6.87
3,1,0.37,3.5,0.0,0.5,0.0,0.0,0.3,4.3
3,1,1.58,10.5,0.0,0.5,2.26,0.0,0.3,13.56
3,1,0.87,4.5,0.5,0.5,1.16,0.0,0.3,6.96
3,1,0.96,5.0,0.0,0.5,0.0,0.0,0.3,5.8
3,1,1.15,8.5,0.0,0.5,0.0,0.0,0.3,9.3
3,1,2.23,10.0,0.0,0.5,0.0,0.0,0.3,10.8
3,1,1.12,12.5,1.0,0.5,0.0,0.0,0.3,14.3
3,1,0.73,4.5,0.5,0.5,0.0,0.0,0.3,5.8
3,1,1.02,5.5,0.0,0.5,0.0,0.0,0.3,6.3
3,1,1.45,9.0,0.0,0.5,0.0,0.0,0.3,9.8
3,1,0.83,4.5,1.0,0.5,0.95,0.0,0.3,7.25
3,1,0.92,6.0,1.0,0.5,0.78,0.0,0.3,8.58
3,1,1.07,5.5,1.0,0.5,0.0,0.0,0.3,7.3
3,1,0.93,5.5,0.5,0.5,1.36,0.0,0.3,8.16
3,1,1.81,9.0,0.0,0.5,0.0,0.0,0.3,9.8
3,1,11.92,60.0,0.0,0.5,0.0,0.0,0.3,60.8
3,1,0.65,7.5,0.5,0.5,0.0,0.0,0.3,8.8
3,1,0.38,4.5,0.5,0.5,0.0,0.0,0.3,5.8
3,1,4.62,21.5,0.5,0.5,3.42,0.0,0.3,26.22
3,1,0.97,6.5,0.5,0.5,0.08,0.0,0.3,7.88
3,1,3.13,15.5,1.0,0.5,0.0,0.0,0.3,17.3
3,1,2.1,12.0,0.5,0.5,2.0,0.0,0.3,15.3
3,1,0.49,5.0,1.0,0.5,0.0,0.0,0.3,6.8
3,1,1.33,9.5,0.0,0.5,0.0,0.0,0.3,10.3
3,1,4.22,18.0,1.0,0.5,3.96,0.0,0.3,23.76
3,1,0.31,3.5,0.0,0.5,0.0,0.0,0.3,4.3
3,1,2.28,12.5,0.5,0.5,2.76,0.0,0.3,16.56
3,1,4.45,22.5,0.0,0.5,0.0,0.0,0.3,23.3
3,1,5.06,19.5,0.5,0.5,0.0,0.0,0.3,20.8
3,1,1.23,7.5,0.0,0.5,0.0,0.0,0.3,8.3
3,1,1.21,6.0,0.0,0.5,1.36,0.0,0.3,8.16
3,1,2.02,9.5,0.0,0.5,2.06,0.0,0.3,12.36
3,1,0.38,7.0,0.0,0.5,0.0,0.0,0.3,7.8
3,1,0.97,7.5,0.0,0.5,0.0,0.0,0.3,8.3
3,1,2.38,11.5,0.0,0.5,0.0,0.0,0.3,12.3
3,1,1.31,6.5,1.0,0.5,0.83,0.0,0.3,9.13
3,1,1.49,8.5,0.5,0.5,1.96,0.0,0.3,11.76
3,1,4.31,19.0,0.5,0.5,0.0,0.0,0.3,20.3
3,1,1.65,13.5,0.0,0.5,2.15,0.0,0.3,16.45
3,1,10.16,41.0,0.0,0.5,5.68,5.54,0.3,53.02
3,1,1.43,10.5,0.0,0.5,0.57,0.0,0.3,11.87
3,1,0.88,6.5,1.0,0.5,0.0,0.0,0.3,8.3
3,1,1.14,7.5,0.0,0.5,1.66,0.0,0.3,9.96
3,1,1.14,8.5,0.5,0.5,0.0,0.0,0.3,9.8
3,1,1.94,10.5,0.0,0.5,2.26,0.0,0.3,13.56
3,1,1.3,7.0,0.0,0.5,1.56,0.0,0.3,9.36
3,1,5.93,24.5,0.0,0.5,0.0,0.0,0.3,25.3
3,1,0.51,4.5,0.0,0.5,0.0,0.0,0.3,5.3
3,1,16.17,52.0,0.0,0.5,0.0,5.54,0.3,58.34
3,1,2.12,10.5,1.0,0.5,1.85,0.0,0.3,14.15
3,1,9.12,30.5,0.0,0.5,0.0,5.54,0.3,36.84
3,1,9.01,28.5,0.5,0.5,0.0,0.0,0.3,29.8
3,1,1.68,7.5,0.5,0.5,1.06,0.0,0.3,9.86
3,1,1.72,12.0,0.0,0.5,0.0,0.0,0.3,12.8
3,1,0.22,5.5,1.0,0.5,0.0,0.0,0.3,7.3
3,1,1.27,10.5,0.0,0.5,2.83,0.0,0.3,14.13
3,1,1.34,7.0,0.5,0.5,1.66,0.0,0.3,9.96
3,1,1.21,7.0,0.5,0.5,0.83,0.0,0.3,9.13
3,1,2.81,14.5,0.0,0.5,1.53,0.0,0.3,16.83
3,1,1.14,7.0,0.0,0.5,1.56,0.0,0.3,9.36
3,1,1.05,5.5,0.0,0.5,0.0,0.0,0.3,6.3
3,1,2.26,12.5,0.0,0.5,0.0,0.0,0.3,13.3
3,1,1.45,7.0,1.0,0.5,0.0,0.0,0.3,8.8
3,1,0.55,6.0,0.0,0.5,1.02,0.0,0.3,7.82
3,1,1.15,9.5,0.0,0.5,0.0,0.0,0.3,10.3
3,1,0.94,5.0,0.5,0.5,1.26,0.0,0.3,7.56
3,1,2.71,11.5,0.0,0.5,0.0,0.0,0.3,12.3
3,1,2.02,10.5,0.5,0.5,0.0,0.0,0.3,11.8
3,1,0.75,7.5,1.0,0.5,1.86,0.0,0.3,11.16
3,1,2.04,8.5,0.0,0.5,0.0,0.0,0.3,9.3
3,1,2.95,15.5,0.5,0.5,2.0,0.0,0.3,18.8
3,1,0.46,4.0,0.0,0.5,0.0,0.0,0.3,4.8
3,1,0.87,5.5,0.5,0.5,1.0,0.0,0.3,7.8
3,1,20.76,63.0,0.0,0.5,0.0,0.0,0.3,63.8
3,1,1.05,5.5,0.5,0.5,0.0,0.0,0.3,6.8
3,1,7.36,25.0,0.5,0.5,0.0,0.0,0.3,26.3
3,1,11.37,35.0,0.0,0.5,0.0,5.54,0.3,41.34
3,1,2.8,13.0,1.0,0.5,0.0,0.0,0.3,14.8
3,2,2.13,10.5,1.0,0.5,2.46,0.0,0.3,14.76
3,1,3.78,17.5,0.0,0.5,0.0,0.0,0.3,18.3
3,1,12.44,38.5,17.5,0.5,0.0,20.0,0.6,77.1
3,1,0.74,5.0,0.0,0.5,0.0,0.0,0.3,5.8
3,1,1.93,9.0,0.5,0.5,2.06,0.0,0.3,12.36
3,1,2.95,13.0,0.5,0.5,2.86,0.0,0.3,17.16
3,1,5.68,23.0,0.5,0.5,0.0,0.0,0.3,24.3
3,1,1.67,7.0,1.0,0.5,0.88,0.0,0.3,9.68
3,1,0.69,9.0,0.0,0.5,0.0,0.0,0.3,9.8
3,1,1.97,11.5,0.0,0.5,0.0,0.0,0.3,12.3
3,1,1.2,7.5,0.5,0.5,0.0,0.0,0.3,8.8
3,1,2.01,11.0,0.0,0.5,0.0,0.0,0.3,11.8
3,1,1.85,8.5,0.5,0.5,0.0,0.0,0.3,9.8
3,1,3.0,10.5,0.5,0.5,2.36,0.0,0.3,14.16
3,1,0.46,4.5,1.0,0.5,1.5,0.0,0.3,7.8
3,1,1.04,6.0,0.5,0.5,1.31,0.0,0.3,8.61
3,1,0.54,4.5,1.0,0.5,0.0,0.0,0.3,6.3
3,1,1.64,7.5,0.5,0.5,1.76,0.0,0.3,10.56
3,1,1.06,7.5,0.0,0.5,0.0,0.0,0.3,8.3
3,1,0.93,6.0,0.5,0.5,1.0,0.0,0.3,8.3
3,1,0.93,8.5,0.0,0.5,0.0,0.0,0.3,9.3
3,1,3.79,13.5,0.5,0.5,0.3,0.0,0.3,15.1
3,1,2.16,10.0,1.0,0.5,2.36,0.0,0.3,14.16
3,1,3.84,19.0,0.5,0.5,0.0,0.0,0.3,20.3
3,1,0.76,6.5,0.5,0.5,1.56,0.0,0.3,9.36
3,1,1.85,9.5,0.5,0.5,0.0,0.0,0.3,10.8
3,1,1.09,6.0,1.0,0.5,0.0,0.0,0.3,7.8
3,1,2.33,11.5,1.0,0.5,1.33,0.0,0.3,14.63
3,1,3.12,11.5,0.5,0.5,0.0,0.0,0.3,12.8
3,1,1.12,5.5,0.5,0.5,0.0,0.0,0.3,6.8
3,1,2.73,14.0,0.5,0.5,3.06,0.0,0.3,18.36
3,1,0.75,6.0,0.0,0.5,0.0,0.0,0.3,6.8
3,1,0.44,5.0,1.0,0.5,0.0,0.0,0.3,6.8
3,1,0.52,5.5,0.5,0.5,0.0,0.0,0.3,6.8
3,1,2.94,12.0,0.5,0.5,0.0,0.0,0.3,13.3
3,1,3.31,14.0,0.5,0.5,0.0,0.0,0.3,15.3
3,1,3.32,17.0,1.0,0.5,0.0,0.0,0.3,18.8
3,1,3.46,21.5,0.5,0.5,0.0,0.0,0.3,22.8
3,1,1.99,8.5,1.0,0.5,2.58,0.0,0.3,12.88
3,1,4.42,15.0,0.0,0.5,2.37,0.0,0.3,18.17
3,1,0.56,4.0,0.5,0.5,0.0,0.0,0.3,5.3
3,1,0.81,5.0,0.5,0.5,0.0,0.0,0.3,6.3
3,1,1.21,14.5,1.0,0.5,0.0,0.0,0.3,16.3
3,1,4.0,23.0,0.0,0.5,3.0,0.0,0.3,26.8
3,1,0.43,4.0,0.0,0.5,0.48,0.0,0.3,5.28
3,1,0.69,4.5,0.5,0.5,0.0,0.0,0.3,5.8
3,1,3.2,16.5,0.5,0.5,2.67,0.0,0.3,20.47
3,1,10.36,33.5,0.5,0.5,0.0,0.0,0.3,34.8
3,1,1.05,12.5,0.0,0.5,2.66,0.0,0.3,15.96
3,1,0.67,4.0,0.5,0.5,0.0,0.0,0.3,5.3
3,1,2.12,10.5,0.0,0.5,0.23,0.0,0.3,11.53
3,1,2.61,9.5,0.0,0.5,0.93,0.0,0.3,11.23
3,1,2.36,11.0,1.0,0.5,0.0,0.0,0.3,12.8
3,1,0.59,5.5,1.0,0.5,0.0,0.0,0.3,7.3
3,1,1.16,7.0,1.0,0.5,0.0,0.0,0.3,8.8
3,1,11.29,32.5,0.0,0.5,0.0,0.0,0.3,33.3
3,1,0.93,5.0,0.5,0.5,0.13,0.0,0.3,6.43
3,1,1.4,7.5,0.0,0.5,0.0,0.0,0.3,8.3
3,1,21.9,120.0,0.0,0.5,24.16,0.0,0.3,144.96
3,1,1.04,7.0,1.0,0.5,0.88,0.0,0.3,9.68
3,4,2.68,11.5,0.5,0.5,0.0,0.0,0.3,12.8
3,1,17.02,52.0,4.5,0.5,0.0,5.54,0.3,62.84
3,1,2.88,11.0,0.5,0.5,0.0,0.0,0.3,12.3
3,1,1.66,8.5,1.0,0.5,1.55,0.0,0.3,11.85
3,1,1.23,8.0,0.0,0.5,1.76,0.0,0.3,10.56
3,1,1.87,11.0,1.0,0.5,0.0,0.0,0.3,12.8
3,1,2.69,11.0,0.0,0.5,2.95,0.0,0.3,14.75
3,1,12.65,40.5,17.5,0.5,8.41,25.0,0.6,92.51
3,1,3.09,13.0,0.5,0.5,2.86,0.0,0.3,17.16
3,1,1.2,11.0,0.0,0.5,1.77,0.0,0.3,13.57
3,1,1.33,8.0,1.0,0.5,0.0,0.0,0.3,9.8
3,1,0.59,4.5,0.0,0.5,1.06,0.0,0.3,6.36
3,1,0.86,7.0,0.0,0.5,0.0,0.0,0.3,7.8
3,1,4.14,20.0,0.5,0.5,1.07,0.0,0.3,22.37
3,1,0.6,5.0,0.5,0.5,0.0,0.0,0.3,6.3
3,1,12.94,48.0,1.0,0.5,7.47,0.0,0.3,57.27
3,1,0.94,6.5,0.0,0.5,1.46,0.0,0.3,8.76
3,1,1.25,6.5,0.5,0.5,0.0,0.0,0.3,7.8
3,1,1.32,6.5,0.0,0.5,1.1,0.0,0.3,8.4
3,1,0.89,6.0,0.5,0.5,0.0,0.0,0.3,7.3
3,1,0.65,7.5,0.0,0.5,0.0,0.0,0.3,8.3
3,1,1.26,6.5,0.5,0.5,0.0,0.0,0.3,7.8
3,1,9.23,27.5,0.0,0.5,10.15,5.54,0.3,43.99
3,1,11.26,31.0,1.0,0.5,3.28,0.0,0.3,36.08
3,1,4.28,17.5,0.0,0.5,0.0,0.0,0.3,18.3
3,1,0.81,6.0,0.0,0.5,0.0,0.0,0.3,6.8
3,1,6.26,26.0,0.0,0.5,5.36,0.0,0.3,32.16
3,1,1.89,9.0,0.5,0.5,0.82,0.0,0.3,11.12
3,1,0.39,5.0,0.0,0.5,0.58,0.0,0.3,6.38
3,1,0.69,8.0,0.5,0.5,0.0,0.0,0.3,9.3
3,1,0.73,4.5,0.0,0.5,1.06,0.0,0.3,6.36
3,1,1.17,6.0,0.0,0.5,1.36,0.0,0.3,8.16
3,1,1.57,8.0,0.0,0.5,0.0,0.0,0.3,8.8
3,1,1.74,9.5,0.0,0.5,0.0,0.0,0.3,10.3
3,1,10.01,42.5,0.0,0.5,0.0,0.0,0.3,43.3
3,1,2.19,16.0,1.0,0.5,4.45,0.0,0.3,22.25
3,1,2.26,11.0,1.0,0.5,0.0,0.0,0.3,12.8
3,1,6.3,26.0,0.5,0.5,0.55,0.0,0.3,27.85
3,1,1.46,8.0,0.0,0.5,0.0,0.0,0.3,8.8
3,1,0.69,4.5,0.5,0.5,0.0,0.0,0.3,5.8
3,1,16.22,52.0,0.0,0.5,0.0,5.54,0.3,58.34
3,1,7.61,24.0,0.5,0.5,0.0,0.0,0.3,25.3
3,1,2.36,10.0,0.0,0.5,1.62,0.0,0.3,12.42
3,1,0.76,5.5,0.0,0.5,0.0,0.0,0.3,6.3
3,1,0.92,8.5,1.0,0.5,0.0,0.0,0.3,10.3
3,1,7.09,24.5,0.0,0.5,5.06,0.0,0.3,30.36
3,1,1.17,6.0,0.0,0.5,0.0,0.0,0.3,6.8
3,1,0.56,4.5,1.0,0.5,0.19,0.0,0.3,6.49
3,1,1.42,8.5,0.0,0.5,1.86,0.0,0.3,11.16
3,1,1.32,8.0,0.0,0.5,0.0,0.0,0.3,8.8
3,1,0.62,4.5,0.0,0.5,0.0,0.0,0.3,5.3
3,1,0.94,7.0,0.0,0.5,0.0,0.0,0.3,7.8
3,1,4.94,21.5,0.5,0.5,2.28,0.0,0.3,25.08
3,1,0.98,8.0,0.0,0.5,0.0,0.0,0.3,8.8
3,1,1.25,7.0,0.5,0.5,1.66,0.0,0.3,9.96
3,1,1.33,6.0,0.5,0.5,0.73,0.0,0.3,8.03
3,1,1.94,13.0,0.0,0.5,0.0,0.0,0.3,13.8
3,1,18.12,52.0,0.0,0.5,0.0,0.0,0.3,52.8
3,1,1.72,11.0,0.0,0.5,0.0,0.0,0.3,11.8
3,1,2.19,9.0,0.5,0.5,1.55,0.0,0.3,11.85
3,1,1.63,9.0,0.5,0.5,0.0,0.0,0.3,10.3
3,1,2.37,13.5,1.0,0.5,0.0,0.0,0.3,15.3
3,1,2.16,10.0,0.5,0.5,1.7,0.0,0.3,13.0
3,1,0.77,6.0,1.0,0.5,0.0,0.0,0.3,7.8
3,1,13.4,42.0,0.5,0.5,0.0,0.0,0.3,43.3
3,1,2.63,14.0,0.0,0.5,0.0,0.0,0.3,14.8
3,1,1.86,9.0,0.0,0.5,0.0,0.0,0.3,9.8
3,1,4.44,16.0,0.5,0.5,1.73,0.0,0.3,19.03
3,1,4.53,16.0,0.5,0.5,2.6,0.0,0.3,19.9
3,1,3.66,14.0,0.0,0.5,2.96,0.0,0.3,17.76
3,1,1.6,12.0,0.0,0.5,0.0,0.0,0.3,12.8
3,1,1.82,8.5,1.0,0.5,1.55,0.0,0.3,11.85
3,1,10.52,32.0,0.0,0.5,0.0,0.0,0.3,32.8
3,1,10.83,35.0,0.0,0.5,0.0,0.0,0.3,35.8
3,1,1.86,7.5,0.5,0.5,0.0,0.0,0.3,8.8
3,1,1.07,6.0,0.0,0.5,0.0,0.0,0.3,6.8
3,1,16.49,52.0,0.0,0.5,2.92,5.54,0.3,61.26
3,1,0.65,5.5,0.0,0.5,0.0,0.0,0.3,6.3
3,1,0.45,4.5,1.0,0.5,1.26,0.0,0.3,7.56
3,1,0.86,6.0,0.0,0.5,1.36,0.0,0.3,8.16
3,1,2.18,8.5,0.0,0.5,0.0,0.0,0.3,9.3
3,1,4.06,15.0,0.5,0.5,0.0,0.0,0.3,16.3
3,1,1.57,8.5,1.0,0.5,2.06,0.0,0.3,12.36
3,1,2.73,13.0,1.0,0.5,2.96,0.0,0.3,17.76
3,1,0.48,4.0,0.0,0.5,0.0,0.0,0.3,4.8
3,1,6.8,24.5,0.0,0.5,0.0,0.0,0.3,25.3
3,1,1.1,5.0,0.0,0.5,0.0,0.0,0.3,5.8
3,1,0.42,4.0,1.0,0.5,0.0,0.0,0.3,5.8
3,1,0.69,6.5,0.0,0.5,0.0,0.0,0.3,7.3
3,1,3.33,13.5,0.5,0.5,2.52,0.0,0.3,17.32
3,1,1.78,10.0,1.0,0.5,1.18,0.0,0.3,12.98
3,1,2.08,10.0,1.0,0.5,0.0,0.0,0.3,11.8
3,1,0.82,6.5,0.5,0.5,1.56,0.0,0.3,9.36
3,1,2.15,10.0,0.0,0.5,2.16,0.0,0.3,12.96
3,1,2.71,13.0,0.5,0.5,2.15,0.0,0.3,16.45
3,1,0.52,5.0,0.0,0.5,1.16,0.0,0.3,6.96
3,1,1.01,6.0,0.5,0.5,0.15,0.0,0.3,7.45
3,1,0.44,3.5,0.0,0.5,0.0,0.0,0.3,4.3
